BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod
39711,Dull Blade,Irish Cream Ale,20.82,1.056,1.014,5.44,54.69,3.44,28.39,60,1.041,70.0,Specific Gravity,All Grain
39726,DipUrWick Red Ale,Irish Red Ale,18.93,1.056,1.014,5.51,19.98,16.5,24.61,60,1.043,75.0,Specific Gravity,All Grain
39739,3 Crops v1 - Zymatic,Irish Cream Ale,9.46,1.0390000000000001,1.0070000000000001,4.28,19.04,3.48,12.49,60,1.03,50.0,Specific Gravity,All Grain
39757,Lemondrop Cream Ale,Irish Cream Ale,41.64,1.048,1.01,5.02,21.15,3.25,49.21,60,1.041,72.0,Specific Gravity,All Grain
39782,Frankie's Cream Ale,Irish Cream Ale,35.96,1.058,1.01,6.4,22.35,3.66,45.42,60,1.046,72.0,Specific Gravity,All Grain
39786,Irish Hills Red,Irish Red Ale,18.93,1.052,1.014,4.99,26.83,18.62,24.61,60,1.04,60.0,Specific Gravity,All Grain
39791,Scratching Collie Red Ale,Irish Red Ale,20.82,1.05,1.014,4.68,25.35,14.41,30.28,90,1.034,55.0,Specific Gravity,All Grain
39839,Jelleke Pellelleke,Irish Pale Ale,15.0,1.067,1.02,6.27,29.4,9.06,18.0,75,1.048,70.0,Specific Gravity,All Grain
39866,NB Irish Red Ale,Irish Red Ale,11.36,1.0490000000000002,1.012,4.87,23.71,13.48,14.2,60,1.0390000000000001,70.0,Specific Gravity,BIAB
39870,Cream ale,Irish Cream Ale,21.0,1.0490000000000002,1.012,4.82,15.32,4.61,28.4,60,1.036,70.0,Specific Gravity,All Grain
39879,CATRACA red,Irish Red Ale,25.0,1.062,1.012,6.53,19.47,15.99,29.0,60,1.054,60.0,Specific Gravity,BIAB
39897,Cory's Belgian Pale Ale,Irish Pale Ale,11.5,1.052,1.013,5.15,28.01,8.33,17.0,60,1.035,75.0,Specific Gravity,All Grain
39898,Cream Ale (GFunk),Irish Cream Ale,18.93,1.058,1.014,5.78,16.51,3.45,25.55,90,1.043,71.0,Specific Gravity,All Grain
39933,HopChewey,Irish Pale Ale,18.0,1.078,1.02,7.58,55.3,3.77,22.5,90,1.062,85.0,Specific Gravity,BIAB
39940,Leitch Christmas Brew 2015,Irish Red Ale,22.71,1.047,1.012,4.54,27.8,17.44,29.53,90,1.036,70.0,Specific Gravity,BIAB
39965,Mikklan Cream ale,Irish Cream Ale,15.0,1.05,1.01,5.28,20.02,4.45,18.0,60,1.042,75.0,Specific Gravity,All Grain
39972,Pale Ale,Irish Pale Ale,50.0,1.053,1.018,4.74,11.82,5.2,57.0,60,1.047,81.0,Specific Gravity,All Grain
39973,Vienna Lager,Irish Lager,10.41,1.051,1.01,5.36,26.33,14.16,15.14,60,1.035,78.0,Specific Gravity,All Grain
40002,#rood,Irish Red Ale,8.0,1.04,1.01,3.98,25.67,13.5,9.0,60,1.036,70.0,Specific Gravity,BIAB
40053,Dundalk Irish Heavy,Irish Red Ale,18.93,1.061,1.016,5.88,44.77,20.02,18.93,60,1.061,35.0,Specific Gravity,extract
40098,Irish Red Ale,Irish Red Ale,42.0,1.056,1.012,5.72,22.63,15.31,252.0,60,1.0090000000000001,84.0,Specific Gravity,All Grain
40165,Group B,Irish Pale Ale,117.35,1.052,1.012,5.28,23.23,11.49,155.2,90,1.0390000000000001,70.0,Specific Gravity,All Grain
40184,Bilby droppings,Irish Dry Stout,23.0,1.047,1.012,4.55,42.46,27.45,28.5,90,1.038,70.0,Specific Gravity,All Grain
40192,Vienna Lager,Irish Lager,22.71,1.055,1.014,5.39,25.18,9.35,30.28,90,1.041,60.0,Specific Gravity,All Grain
40196,Righteous Red,Irish Red Ale,18.93,1.064,1.015,6.33,24.52,19.64,24.61,60,1.0490000000000002,80.0,Specific Gravity,All Grain
40257,Irish Red Ale MMXVI,Irish Red Ale,20.82,1.052,1.014,5.0,21.74,17.81,26.5,60,1.041,70.0,Specific Gravity,All Grain
40277,Farmers tan cream ale,Irish Cream Ale,20.82,1.055,1.016,5.13,18.61,4.08,24.61,60,1.046,72.0,Specific Gravity,All Grain
40296,Rampage Red,Irish Red Ale,39.75,1.058,1.015,5.61,15.3,18.39,49.21,60,1.046,80.0,Specific Gravity,All Grain
40297,Molly B'dam's Irish Red,Irish Red Ale,20.82,1.055,1.014,5.43,24.49,17.34,25.55,60,1.045,73.0,Specific Gravity,All Grain
40320,Engagement Ring Blender,Irish Pale Ale,3.79,1.053,1.012,5.45,21.81,15.37,9.46,60,1.021,70.0,Specific Gravity,All Grain
40383,Simple Irish,Irish Dry Stout,18.93,1.043,1.012,4.03,42.94,30.4,22.71,60,1.036,80.0,Specific Gravity,BIAB
40393,P'stir Red Ale,Irish Red Ale,12.0,1.054,1.012,5.44,27.28,21.2,26.0,60,1.025,70.0,Specific Gravity,All Grain
40444,Irish stout,Irish Dry Stout,600.0,1.05,1.011,5.15,26.33,31.82,650.0,60,1.046,81.0,Specific Gravity,All Grain
40446,Irish Red 2.0,Irish Red Ale,20.82,1.031,1.0070000000000001,3.07,50.33,19.12,28.39,60,1.023,35.0,Specific Gravity,All Grain
40448,Belgian Pale Ale,Irish Pale Ale,14.0,1.061,1.015,6.0,39.22,7.86,16.0,60,1.053,60.0,Specific Gravity,All Grain
40498,Irish Red Ale,Irish Red Ale,21.0,1.054,1.011,5.64,28.23,13.58,29.0,90,1.0390000000000001,65.0,Specific Gravity,BIAB
40597,Extracting My Irish Roots 2,Irish Red Ale,20.82,1.055,1.016,5.18,25.85,20.15,24.61,60,1.047,35.0,Specific Gravity,extract
40608,Belgian Pale Ale,Irish Pale Ale,39.75,1.053,1.014,5.1,23.54,4.39,45.42,90,1.046,78.0,Specific Gravity,All Grain
40618,Small Vanilla Cone,Irish Pale Ale,20.82,1.056,1.012,5.76,48.87,5.83,28.39,60,1.041,70.0,Specific Gravity,All Grain
40636,Base para mango y fresa,Irish Cream Ale,47.0,1.056,1.016,5.21,17.11,20.41,47.0,150,1.056,75.0,Specific Gravity,All Grain
40691,E350 Cream Ale,Irish Cream Ale,20.82,1.046,1.014,4.24,17.42,3.48,17.03,60,1.056,72.0,Specific Gravity,All Grain
40694,Random Red,Irish Red Ale,21.0,1.044,1.012,4.17,24.04,9.69,27.0,60,1.032,75.0,Specific Gravity,All Grain
40710,NB Irish Red Ale (abv tweak),Irish Red Ale,18.93,1.053,1.012,5.33,25.29,11.57,9.46,60,1.1059999999999999,35.0,Specific Gravity,extract
40727,Creamale0416,Irish Cream Ale,26.0,1.0490000000000002,1.0090000000000001,5.17,32.49,4.09,23.0,60,1.055,78.0,Specific Gravity,All Grain
40750,Wiregrass Saison,Irish Pale Ale,20.82,1.068,1.021,6.28,84.99,5.92,26.5,75,1.054,60.0,Specific Gravity,All Grain
40764,Vienna amber lager,Irish Lager,23.0,1.045,1.0090000000000001,4.82,17.71,5.07,21.0,60,1.05,35.0,Specific Gravity,extract
40791,Jons Stout,Irish Dry Stout,37.85,1.054,1.015,5.16,36.01,38.37,45.42,60,1.045,70.0,Specific Gravity,All Grain
40800,Spotted crow,Irish Cream Ale,18.93,1.057,1.014,5.68,17.0,5.1,28.39,60,1.038,80.0,Specific Gravity,All Grain
40814,RED RIDING HOOD,Irish Pale Ale,20.82,1.05,1.013,4.89,22.38,9.11,30.28,60,1.035,75.0,Specific Gravity,All Grain
40824,Happy St Paddys,Irish Red Ale,20.82,1.056,1.014,5.46,30.34,18.0,11.36,60,1.103,35.0,Specific Gravity,Partial Mash
40836,Creampie Surprise,Irish Cream Ale,20.82,1.052,1.011,5.37,17.21,4.2,28.39,90,1.038,60.0,Specific Gravity,BIAB
40841,Irish red Ale,Irish Red Ale,18.93,1.026,1.005,2.83,53.83,14.21,24.61,90,1.02,35.0,Specific Gravity,All Grain
40855,Vänsterpartistens,Irish Red Ale,5.0,1.0590000000000002,1.015,5.77,25.48,17.24,7.0,60,1.042,70.0,Specific Gravity,All Grain
40868,Ottos Red Ale,Irish Red Ale,24.0,1.041,1.012,3.79,33.91,14.61,27.0,60,1.036,78.0,Specific Gravity,All Grain
40885,Hoppy Belgian Pale (234),Irish Pale Ale,23.0,1.0490000000000002,1.0090000000000001,5.26,29.72,6.16,28.0,60,1.038,70.0,Specific Gravity,All Grain
40911,Christian's Red,Irish Red Ale,18.93,1.061,1.016,5.81,24.79,17.4,26.5,60,1.043,70.0,Specific Gravity,All Grain
40974,Blue corn cream ale,Irish Cream Ale,13.25,1.044,1.01,4.42,97.61,2.99,16.66,60,1.035,65.0,Specific Gravity,BIAB
40975,Irish Red Ale,Irish Red Ale,23.0,1.057,1.014,5.51,22.25,13.71,30.0,60,1.043,70.0,Specific Gravity,All Grain
40984,Caramel smash,Irish Cream Ale,9.46,1.063,1.016,6.16,0.0,4.3,15.14,60,1.0390000000000001,65.0,Specific Gravity,All Grain
41041,Belgian Pale-Double Take,Irish Pale Ale,51.1,1.057,1.01,6.15,37.44,7.57,58.67,90,1.05,75.0,Specific Gravity,All Grain
41044,Champale Ale v2,Irish Pale Ale,15.0,1.06,1.005,7.18,43.17,7.41,21.0,60,1.043,70.0,Specific Gravity,BIAB
41049,Ancient Ale,Irish Pale Ale,18.93,1.061,1.01,6.8,16.64,4.69,13.25,60,1.051,60.0,Specific Gravity,All Grain
41060,Wallon Belgian ale,Irish Pale Ale,47.0,1.0390000000000001,1.0090000000000001,3.96,24.13,2.96,60.0,60,1.028,72.0,Specific Gravity,All Grain
41129,Cream Ale AG,Irish Cream Ale,20.82,1.044,1.01,4.41,0.0,4.21,28.39,60,1.032,60.0,Specific Gravity,All Grain
41153,Barricada Red,Irish Red Ale,21.0,1.056,1.013,5.58,20.07,16.29,28.5,60,1.041,70.0,Specific Gravity,All Grain
41154,Brew #030 - cream of drunkards,Irish Cream Ale,25.0,1.042,1.0070000000000001,4.58,18.86,2.94,28.5,60,1.037,70.0,Specific Gravity,BIAB
41164,C.R.E.A.C/R. (Cash Rules Everything Around C...,Irish Cream Ale,45.42,1.053,1.011,5.46,20.93,3.92,53.0,60,1.045,70.0,Specific Gravity,All Grain
41203,Raging Flounder,Irish Red Ale,20.82,1.063,1.018,5.89,33.94,25.76,26.5,60,1.0490000000000002,75.0,Specific Gravity,All Grain
41205,Stolen Irish Stout,Irish Dry Stout,23.0,1.057,1.013,5.77,31.68,42.38,31.0,60,1.042,84.0,Specific Gravity,All Grain
41238,Dangerous Dan Irish Stout,Irish Dry Stout,18.93,1.044,1.011,4.36,30.69,27.26,11.36,60,1.074,35.0,Specific Gravity,extract
41242,Cream Ale,Irish Cream Ale,23.0,1.043,1.006,4.84,18.41,3.03,28.4,75,1.035,76.0,Specific Gravity,All Grain
41253,Darrel's Red Irish Ale,Irish Red Ale,18.93,1.047,1.012,4.56,24.7,15.4,24.61,60,1.036,35.0,Specific Gravity,extract
41254,Irish you'd kiss me red ale,Irish Red Ale,20.82,1.053,1.015,4.96,24.94,17.77,11.36,60,1.097,35.0,Specific Gravity,extract
41283,Vienna Lager,Irish Lager,20.82,1.047,1.01,4.8,27.37,10.49,25.74,60,1.038,70.0,Specific Gravity,All Grain
41284,TK Cream Ale,Irish Cream Ale,22.71,1.053,1.0090000000000001,5.8,18.04,2.51,32.18,90,1.037,75.0,Specific Gravity,All Grain
41306,Session Cream Ale,Irish Cream Ale,20.82,1.047,1.014,4.43,28.39,3.87,24.61,70,1.04,65.0,Specific Gravity,All Grain
41314,Old Grump Red Ale 1,Irish Red Ale,18.0,1.047,1.012,4.54,48.57,24.76,35.0,60,1.02,50.0,Specific Gravity,All Grain
41322,Cream of Three Crops,Irish Cream Ale,43.53,1.044,1.008,4.83,18.07,4.12,49.21,90,1.0390000000000001,80.0,Specific Gravity,All Grain
41328,Cream 2,Irish Cream Ale,20.82,1.05,1.012,4.9,20.15,5.68,28.39,60,1.036,70.0,Specific Gravity,All Grain
41340,La Belga Piola,Irish Pale Ale,180.0,1.053,1.0090000000000001,5.73,20.26,8.47,200.0,95,1.047,80.0,Specific Gravity,All Grain
41361,Weed  Feed  and Mow Partial Mash,Irish Cream Ale,20.82,1.055,1.014,5.38,13.64,3.06,11.36,60,1.1,75.0,Specific Gravity,Partial Mash
41376,Belgian Pale Ale 1,Irish Pale Ale,24.61,1.052,1.01,5.43,23.12,8.01,32.18,65,1.04,73.0,Specific Gravity,All Grain
41385,Red Irish Bastard,Irish Red Ale,20.82,1.057,1.014,5.59,37.48,10.48,11.36,60,1.104,35.0,Specific Gravity,extract
41406,2016/11/20 - Wotton Red,Irish Red Ale,19.0,1.051,1.013,5.04,28.88,13.87,25.0,60,1.0390000000000001,70.0,Specific Gravity,All Grain
41408,Vienna Lager - Fucking Tasty,Irish Lager,50.0,1.051,1.012,5.19,27.67,12.03,60.0,60,1.043,78.0,Specific Gravity,All Grain
41440,Temple Beer,Irish Red Ale,20.0,1.055,1.01,5.96,25.52,17.98,32.0,90,1.035,75.0,Specific Gravity,All Grain
41463,The Angry Irishman,Irish Red Ale,20.82,1.055,1.012,5.66,13.06,20.3,11.36,60,1.101,35.0,Specific Gravity,extract
41529,Fat Man Stout II,Irish Extra Stout,18.93,1.056,1.014,5.67,46.63,36.6,26.5,60,1.04,60.0,Specific Gravity,All Grain
41549,Belgian Pale Ale,Irish Pale Ale,18.93,1.056,1.014,5.55,51.01,10.75,22.71,60,1.046,80.0,Specific Gravity,All Grain
41577,American Red Ale (IBU Challenge #4),Irish Red Ale,18.93,1.055,1.01,5.92,16.27,16.81,24.61,60,1.042,75.0,Specific Gravity,All Grain
41578,Cream Ale,Irish Cream Ale,37.85,1.054,1.014,5.35,18.24,3.91,45.42,60,1.045,70.0,Specific Gravity,All Grain
41599,Belgian IPA,Irish Pale Ale,20.8,1.0759999999999998,1.022,7.13,79.64,17.61,28.4,60,1.056,70.0,Specific Gravity,All Grain
41603,Union Jack Red Irish Ale,Irish Red Ale,18.93,1.072,1.021,6.79,52.43,14.62,24.61,60,1.056,70.0,Specific Gravity,All Grain
41622,SCB Dry Irish Stout,Irish Dry Stout,41.64,1.048,1.013,4.6,31.48,32.66,45.42,60,1.044,70.0,Specific Gravity,All Grain
41647,Spectacular Cheetah,Irish Lager,20.82,1.056,1.012,5.7,28.51,9.22,28.39,60,1.041,72.0,Specific Gravity,All Grain
41650,Ire red,Irish Red Ale,18.93,1.044,1.014,3.98,12.05,12.68,11.36,60,1.073,35.0,Specific Gravity,extract
41658,Vienna Lager,Irish Lager,20.82,1.051,1.012,5.14,16.61,6.32,30.28,90,1.035,72.0,Specific Gravity,All Grain
41665,Irish Red,Irish Red Ale,19.87,1.051,1.0090000000000001,5.48,25.78,14.98,26.5,60,1.038,70.0,Specific Gravity,All Grain
41690,Test,Irish Pale Ale,20.0,1.0490000000000002,1.011,5.03,0.0,8.88,15.0,60,1.0659999999999998,65.0,Specific Gravity,extract
41700,Light Ale Base III,Irish Pale Ale,37.85,1.057,1.011,6.03,47.72,5.29,37.85,60,1.057,80.0,Specific Gravity,All Grain
41712,Moose Knuckle Irish Red,Irish Red Ale,20.0,1.056,1.01,6.01,31.09,12.27,27.0,60,1.041,70.0,Specific Gravity,All Grain
41721,Irish Riviera Red,Irish Red Ale,283.91,1.056,1.014,5.48,36.51,13.32,302.83,60,1.052,80.0,Specific Gravity,All Grain
41746,Willamette Cream ale,Irish Cream Ale,20.82,1.054,1.014,5.33,20.04,5.84,24.61,60,1.046,70.0,Specific Gravity,All Grain
41780,Red Ale Deneme,Irish Red Ale,15.6,1.045,1.0070000000000001,4.9,27.79,14.99,16.8,60,1.042,50.0,Specific Gravity,BIAB
41815,Belgian Oatmeal Blonde,Irish Pale Ale,20.82,1.052,1.012,5.23,84.35,5.73,26.5,60,1.041,65.0,Specific Gravity,BIAB
41871,O'herrmann's Irish red,Irish Red Ale,20.82,1.05,1.013,4.77,21.6,16.46,28.39,60,1.037,75.0,Specific Gravity,All Grain
41930,Dryrish Stout,Irish Dry Stout,9.46,1.05,1.011,5.08,45.56,36.27,9.46,60,1.05,65.0,Specific Gravity,All Grain
41975,Fuck Lager,Irish Lager,18.93,1.053,1.014,5.07,26.96,6.93,28.39,60,1.035,70.0,Specific Gravity,All Grain
41984,Atypical Light,Irish Red Ale,20.82,1.047,1.01,4.92,18.74,18.27,25.55,60,1.038,70.0,Specific Gravity,All Grain
41996,Fred is Irish and Red,Irish Red Ale,21.0,1.051,1.013,4.96,19.29,13.81,25.0,60,1.043,75.0,Specific Gravity,BIAB
42019,Awesome Recipe,Irish Lager,20.82,1.053,1.015,4.97,20.15,11.5,28.39,60,1.0390000000000001,70.0,Specific Gravity,All Grain
42043,Irish Red Ale (Ruabeoir),Irish Red Ale,20.82,1.0590000000000002,1.016,5.59,26.23,23.62,28.39,60,1.043,70.0,Specific Gravity,BIAB
42073,Irish red,Irish Red Ale,42.0,1.053,1.012,5.4,22.25,17.68,50.0,75,1.044,72.0,Specific Gravity,All Grain
42082,Radagast the Brown,Irish Pale Ale,14.5,1.0490000000000002,1.012,4.84,28.98,7.41,17.4,70,1.04,81.0,Specific Gravity,All Grain
42098,River House ale,Irish Cream Ale,20.82,1.052,1.012,5.15,0.0,5.23,28.39,60,1.038,70.0,Specific Gravity,All Grain
42108,NWR Red,Irish Red Ale,18.93,1.073,1.02,6.87,22.2,19.83,23.66,60,1.058,78.0,Specific Gravity,All Grain
42112,Yopper's Cream Ale,Irish Cream Ale,18.93,1.057,1.01,6.19,18.13,6.52,25.55,60,1.042,75.0,Specific Gravity,All Grain
42137,Raspberry Blonde 7-27-16,Irish Pale Ale,26.5,1.053,1.01,5.61,22.31,4.54,35.96,70,1.0390000000000001,65.0,Specific Gravity,All Grain
42142,Irish Red 3,Irish Red Ale,45.42,1.045,1.013,4.27,17.89,16.34,53.0,90,1.0390000000000001,75.0,Specific Gravity,All Grain
42175,Mango Tangerine Stout,Irish Dry Stout,18.93,1.095,1.024,9.37,23.92,28.36,7.57,60,1.238,0.0,Specific Gravity,extract
42223,Royal Clone,Irish Pale Ale,20.82,1.063,1.016,6.25,53.22,6.26,11.36,90,1.081,35.0,Specific Gravity,extract
42241,Red Oak Clone,Irish Lager,20.82,1.053,1.015,5.04,30.77,8.87,9.46,60,1.117,50.0,Specific Gravity,extract
42280,Belgian Pale Ale,Irish Pale Ale,20.0,1.05,1.013,4.95,24.48,7.13,25.7,90,1.0390000000000001,65.0,Specific Gravity,All Grain
42290,Belgian Pale,Irish Pale Ale,586.74,1.044,1.011,4.36,25.39,9.73,757.08,90,1.034,70.0,Specific Gravity,All Grain
42299,1,Irish Pale Ale,20.0,1.0590000000000002,1.0170000000000001,5.55,46.97,18.82,24.73,60,1.048,70.0,Specific Gravity,All Grain
42310,V4.2,Irish Lager,41.64,1.045,1.012,4.4,22.69,9.83,53.0,60,1.036,75.0,Specific Gravity,All Grain
42324,Oatmeal stout,Irish Dry Stout,22.0,1.046,1.013,4.36,25.86,35.27,28.0,70,1.036,65.0,Specific Gravity,All Grain
42346,Rudolph's Red Nose,Irish Red Ale,18.93,1.047,1.011,4.72,16.57,15.63,13.25,60,1.067,70.0,Specific Gravity,Partial Mash
42383,The Barn,Irish Red Ale,41.64,1.057,1.014,5.72,15.9,14.23,52.24,90,1.046,75.0,Specific Gravity,All Grain
42399,Flashing Red Light Ale,Irish Red Ale,45.42,1.063,1.016,6.08,48.42,17.09,53.0,60,1.054,68.0,Specific Gravity,All Grain
42407,Cream Ale 3,Irish Cream Ale,19.87,1.046,1.0090000000000001,4.87,21.54,3.35,28.39,60,1.032,72.0,Specific Gravity,All Grain
42435,Red Ale / ESB,Irish Red Ale,20.82,1.0590000000000002,1.018,5.42,44.93,17.55,26.5,60,1.047,70.0,Specific Gravity,BIAB
42447,Liberty Cream Ale,Irish Cream Ale,18.93,1.042,1.008,4.47,30.97,8.2,23.66,60,1.034,35.0,Specific Gravity,extract
42469,Tom Brown/Irish Ale,Irish Red Ale,20.82,1.069,1.016,6.99,30.98,18.41,28.39,60,1.051,70.0,Specific Gravity,All Grain
42479,6 Hilda Red,Irish Red Ale,20.82,1.063,1.018,5.94,25.9,14.36,26.5,60,1.05,70.0,Specific Gravity,All Grain
42590,Red Ale,Irish Red Ale,18.93,1.047,1.012,4.65,32.32,17.84,26.5,60,1.034,60.0,Specific Gravity,All Grain
42604,B&W's King Charles the Thirst,Irish Red Ale,42.0,1.047,1.015,4.21,26.97,14.91,48.0,60,1.042,75.0,Specific Gravity,All Grain
42648,Irish Red Ale,Irish Red Ale,18.93,1.053,1.014,5.15,22.19,11.7,24.61,60,1.041,70.0,Specific Gravity,All Grain
42654,Riverwest Stein 2.0,Irish Lager,20.82,1.047,1.0070000000000001,5.17,21.07,12.99,24.61,60,1.0390000000000001,75.0,Specific Gravity,All Grain
42660,Red 34,Irish Red Ale,23.0,1.054,1.014,5.33,36.7,11.26,27.0,60,1.046,85.0,Specific Gravity,All Grain
42669,We Made a Beer Red Ale,Irish Red Ale,45.0,1.042,1.012,3.96,9.6,12.06,45.0,60,1.042,75.0,Specific Gravity,All Grain
42737,Red Beer,Irish Red Ale,18.93,1.056,1.01,5.96,24.05,15.84,24.61,90,1.043,79.0,Specific Gravity,All Grain
42787,Irish Red,Irish Red Ale,18.93,1.037,1.0090000000000001,3.69,41.03,14.23,28.39,60,1.025,35.0,Specific Gravity,All Grain
42791,Lay-ger,Irish Lager,41.64,1.05,1.013,4.93,24.23,5.52,56.78,90,1.037,83.0,Specific Gravity,All Grain
42795,Red honey,Irish Red Ale,37.85,1.057,1.016,5.4,27.52,10.96,49.21,60,1.044,70.0,Specific Gravity,BIAB
42797,Chesapeake Irish Ale,Irish Red Ale,11.36,1.035,1.01,3.34,23.08,14.8,22.71,60,1.018,35.0,Specific Gravity,All Grain
42802,Candisyrup leffe,Irish Pale Ale,18.93,1.07,1.016,7.08,28.05,4.37,24.61,90,1.054,70.0,Specific Gravity,BIAB
42826,Dark and Mild,Irish Dry Stout,18.93,1.043,1.012,4.07,43.74,33.17,7.57,60,1.1079999999999999,35.0,Specific Gravity,extract
42861,Cream Ale,Irish Cream Ale,11.36,1.044,1.015,3.89,14.53,3.19,17.03,90,1.03,63.0,Specific Gravity,BIAB
42872,#34 Irish Red Ale,Irish Red Ale,21.0,1.054,1.013,5.38,22.15,13.97,28.5,60,1.04,70.0,Specific Gravity,All Grain
42884,Cream ale,Irish Cream Ale,18.93,1.05,1.013,4.96,20.78,2.72,22.71,60,1.042,35.0,Specific Gravity,extract
42961,Irish extra stout,Irish Extra Stout,20.82,1.06,1.015,5.86,46.61,49.28,28.39,60,1.044,70.0,Specific Gravity,All Grain
42962,Rye Taras,Irish Pale Ale,16.7,1.042,1.0070000000000001,4.48,41.81,3.0,18.0,60,1.0390000000000001,69.0,Specific Gravity,BIAB
42964,Gobshite Red Irish Ale,Irish Red Ale,37.85,1.058,1.012,6.0,26.6,14.52,45.42,60,1.048,75.0,Specific Gravity,All Grain
42989,Trappe Queen,Irish Pale Ale,20.82,1.052,1.011,5.41,32.36,4.47,28.39,90,1.038,65.0,Specific Gravity,BIAB
43035,Saison2,Irish Pale Ale,15.0,1.047,1.006,5.43,24.43,8.25,28.5,60,1.025,70.0,Specific Gravity,All Grain
43123,MAVIRI BLACK RUBY,Irish Red Ale,19.0,1.057,1.013,5.74,28.06,18.71,21.0,60,1.051,70.0,Specific Gravity,All Grain
43188,Cream Ale,Irish Cream Ale,100.0,1.044,1.011,4.35,16.97,2.73,110.0,90,1.04,75.0,Specific Gravity,BIAB
43198,Irish Red Ale 01,Irish Red Ale,11.36,1.068,1.0190000000000001,6.79,33.86,14.45,15.14,60,1.051,70.0,Specific Gravity,All Grain
43215,Cream ale,Irish Cream Ale,25.0,1.044,1.0090000000000001,4.59,17.74,5.59,30.0,60,1.036,65.0,Specific Gravity,All Grain
43251,Belgain Pale Ale,Irish Pale Ale,20.82,1.051,1.015,4.86,24.0,7.23,28.39,60,1.037,75.0,Specific Gravity,All Grain
43277,Hopped Up Red Ale,Irish Red Ale,19.87,1.0490000000000002,1.0090000000000001,5.22,49.86,8.37,26.5,60,1.037,35.0,Specific Gravity,extract
43282,Mexican Lager (233),Irish Lager,23.0,1.0490000000000002,1.011,4.93,18.11,10.91,28.0,60,1.04,70.0,Specific Gravity,All Grain
43290,Red Rye PA,Irish Red Ale,20.82,1.0759999999999998,1.023,6.95,69.7,16.79,26.5,60,1.06,65.0,Specific Gravity,All Grain
43369,3,Irish Red Ale,58.0,1.05,1.0090000000000001,5.32,22.53,12.65,68.0,60,1.042,70.0,Specific Gravity,All Grain
43376,Irish red ale,Irish Red Ale,21.0,1.0390000000000001,1.01,3.83,18.62,5.31,28.5,60,1.0290000000000001,70.0,Specific Gravity,All Grain
43385,Black Spot,Irish Dry Stout,18.93,1.0390000000000001,1.011,3.69,51.94,37.19,20.82,60,1.035,70.0,Specific Gravity,All Grain
43403,Murphys/Guinness ChocoDILUTION,Irish Dry Stout,6.0,1.073,1.0170000000000001,7.43,60.02,41.81,5.0,60,1.088,70.0,Specific Gravity,All Grain
43426,Krooklyn logger,Irish Lager,19.0,1.057,1.0170000000000001,5.31,32.26,5.76,23.0,90,1.047,70.0,Specific Gravity,BIAB
43461,Cream Ale Fizzy Yellow Beer,Irish Cream Ale,19.87,1.0490000000000002,1.0090000000000001,5.33,21.33,4.52,24.61,75,1.04,70.0,Specific Gravity,All Grain
43462,Belgian pale,Irish Pale Ale,24.61,1.053,1.0070000000000001,6.1,36.52,16.15,30.28,90,1.037,70.0,Specific Gravity,All Grain
43474,Vienna Lager,Irish Lager,20.82,1.05,1.013,4.98,28.46,13.96,27.25,60,1.0390000000000001,80.0,Specific Gravity,All Grain
43481,Poolside Cream Ale,Irish Cream Ale,20.82,1.05,1.011,5.11,27.28,5.89,28.39,60,1.037,75.0,Specific Gravity,BIAB
43524,Mackenna's Not Irish Red - AG,Irish Red Ale,22.71,1.057,1.015,5.79,21.49,14.35,26.5,60,1.0490000000000002,70.0,Specific Gravity,All Grain
43539,Really Light Red Ale,Irish Red Ale,25.0,1.058,1.016,5.51,23.12,7.01,25.0,60,1.051,70.0,Specific Gravity,All Grain
43550,Irish Red Ale,Irish Red Ale,18.93,1.055,1.015,5.21,22.71,15.87,28.39,60,1.037,75.0,Specific Gravity,All Grain
43577,Connor's Irish Ale,Irish Red Ale,20.82,1.0490000000000002,1.014,4.56,30.14,14.74,11.36,60,1.089,35.0,Specific Gravity,extract
43584,Dry Stout,Irish Dry Stout,10.0,1.042,1.01,4.13,42.56,39.82,12.0,60,1.035,70.0,Specific Gravity,All Grain
43587,Irish Red Ale,Irish Red Ale,18.93,1.045,1.014,4.1,25.38,10.67,13.25,60,1.064,70.0,Specific Gravity,All Grain
43593,Jackass Butte Red Ale,Irish Red Ale,19.87,1.051,1.012,5.14,29.98,15.01,11.36,70,1.089,45.0,Specific Gravity,extract
43646,Want a Wein,Irish Lager,22.71,1.053,1.013,5.23,40.52,5.54,24.61,60,1.0490000000000002,76.0,Specific Gravity,BIAB
43666,Red Nitro Soup,Irish Red Ale,26.5,1.048,1.013,4.67,25.94,16.94,34.07,90,1.037,75.0,Specific Gravity,All Grain
43670,Murky Red,Irish Red Ale,20.82,1.057,1.015,5.48,26.03,16.67,28.39,60,1.042,60.0,Specific Gravity,All Grain
43715,Warrior's blood,Irish Red Ale,50.0,1.0490000000000002,1.008,5.34,31.17,14.2,78.0,60,1.031,70.0,Specific Gravity,All Grain
43735,#5 Cream Ale,Irish Cream Ale,20.0,1.048,1.01,4.92,21.25,3.26,25.0,60,1.038,81.0,Specific Gravity,All Grain
43777,Rory's Irish Red Clone,Irish Red Ale,23.0,1.053,1.012,5.33,26.13,14.04,28.0,60,1.043,70.0,Specific Gravity,All Grain
